s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
50.8577487, 89620.1160232, 43145.0442647, 0.5873719, 0.0068138, 18.5163388, -8.1304564
51.8549595, 89619.5627021, 43145.8693105, 0.5941009, 0.0060929, 18.0731637, -11.5364561
52.8521702, 89619.0013936, 43146.6963312, 0.5976303, 0.0009383, 17.4250019, -12.1028913
53.8493810, 89618.4413256, 43147.5198709, 0.5959512, -0.0043194, 16.7180269, -10.8754829
54.8465917, 89617.8864393, 43148.3433589, 0.5891099, -0.0090494, 16.0562177, -10.3641816
55.8438025, 89617.3413810, 43149.1677117, 0.5788823, -0.0115859, 15.3990772, -10.0451343
56.8410132, 89616.8007535, 43150.0061158, 0.5662305, -0.0136921, 14.7342237, -9.6729816
57.8382240, 89616.2687236, 43150.8564768, 0.5515283, -0.0164517, 14.0643288, -8.7489000
58.8354348, 89615.7595419, 43151.7013703, 0.5321861, -0.0227135, 13.4296817, -8.0216670
59.8326455, 89615.2624074, 43152.5700659, 0.5063544, -0.0288928, 12.8202093, -7.4475743
60.8298563, 89614.7866219, 43153.4605289, 0.4740322, -0.0351377, 12.2271895, -6.9444037
61.8270670, 89614.3459525, 43154.3604782, 0.4355136, -0.0419558, 11.6470638, -6.3911956
62.8242778, 89613.9444887, 43155.2760894, 0.3895347, -0.0503219, 11.0863590, -5.7560542
63.8214886, 89613.5930378, 43156.2013358, 0.3347755, -0.0607235, 10.5559158, -5.1585425
64.8186993, 89613.2940856, 43157.1598925, 0.2679137, -0.0723316, 10.0567913, -4.8793892
65.8159101, 89613.0672645, 43158.1278766, 0.1907230, -0.0825871, 9.5607265, -4.8542346
66.8131208, 89612.9206037, 43159.1092410, 0.1047194, -0.0901419, 9.0402490, -4.9855730
67.8103316, 89612.8618838, 43160.1313231, 0.0084204, -0.0999063, 8.4724712, -4.4707216
68.8075424, 89612.9076124, 43161.1388612, -0.1032332, -0.1244541, 7.9288249, -2.2944419
69.8047531, 89613.0698847, 43162.0872440, -0.2431462, -0.1711917, 7.6348006, -1.6777484
70.8019639, 89613.4180100, 43163.0902327, -0.4220433, -0.1587567, 7.4124249, -2.6671381
71.7991746, 89613.8846329, 43163.9519090, -0.5668375, -0.1358546, 7.0444762, -3.5226225
72.7963854, 89614.4476671, 43164.7220743, -0.7062650, -0.2036914, 6.5267948, -0.1978335
73.7935961, 89615.1576792, 43165.3758037, -0.9607219, -0.2843300, 6.4964981, -0.1978335
74.7908069, 89616.0210202, 43165.8313358, -1.1917113, -0.1829879, 6.4660594, 4.1533065
75.7880177, 89616.9745154, 43166.1217533, -1.3541898, -0.1554343, 7.0776668, 3.9789613
76.7852284, 89617.9972529, 43166.2583449, -1.5280227, -0.1916028, 7.6176829, 0.6094497
77.7824392, 89618.9858338, 43166.2094898, -1.7072213, -0.1623380, 7.6970509, 2.1046416
78.7796499, 89619.9564678, 43166.0042342, -1.8420549, -0.1077843, 7.9650572, 4.8645500
79.7768607, 89620.8853292, 43165.7003825, -1.9282876, -0.0873243, 8.5524323, 4.9571370
80.7740715, 89621.7754062, 43165.3216827, -2.0199350, -0.1003180, 9.1121194, 3.2813219
81.7712822, 89622.6776098, 43164.8268160, -2.1255145, -0.1030584, 9.4644101, 2.3486553
82.7684930, 89623.4972278, 43164.2607690, -2.2215668, -0.0855229, 9.7087212, 3.4968296
83.7657037, 89624.2632220, 43163.6277564, -2.2991424, -0.0724948, 10.0614820, 4.1865679
84.7629145, 89624.9974068, 43162.9239854, -2.3703404, -0.0688664, 10.4681995, 3.9397234
85.7601252, 89625.6831463, 43162.1664938, -2.4416916, -0.0699423, 10.8370046, 3.2354232
86.7573360, 89626.3091864, 43161.3676578, -2.5117522, -0.0681251, 11.1307442, 2.9789960
87.7545468, 89626.8657215, 43160.5477438, -2.5785204, -0.0666825, 11.3945093, 2.7336895
88.7517575, 89627.3595379, 43159.7062945, -2.6430609, -0.0650348, 11.6312927, 2.5674797
89.7489683, 89627.8111861, 43158.8107669, -2.7044883, -0.0566025, 11.8493716, 3.3944237
90.7461790, 89628.2071354, 43157.9022024, -2.7546671, -0.0441049, 12.1316742, 4.6101054
91.7433898, 89628.5633287, 43156.9768079, -2.7912915, -0.0303669, 12.5048795, 4.5670062
92.7406006, 89628.8900734, 43156.0433130, -2.8171323, -0.0220458, 12.8639243, 4.5243099
93.7378113, 89629.1994911, 43155.0928884, -2.8353169, -0.0144515, 13.2099935, 4.4820128
94.7350221, 89629.4969104, 43154.1321537, -2.8462461, -0.0074675, 13.5441113, 4.4401112
95.7322328, 89629.7856505, 43153.1733031, -2.8510689, -0.0021823, 13.8671700, 4.3986012
96.7294436, 89630.0715810, 43152.2162157, -2.8506135, 0.0031230, 14.1799531, 4.3574794
97.7266544, 89630.3582502, 43151.2674579, -2.8447901, 0.0087069, 14.4831530, 4.3167419
98.7238651, 89630.6589774, 43150.3043626, -2.8315838, 0.0175884, 14.7773855, 4.2763854
99.7210759, 89630.9727750, 43149.3584163, -2.8094365, 0.0269377, 15.0632015, 4.1027527
100.7182866, 89631.3080906, 43148.4312141, -2.7781472, 0.0365717, 15.3324054, -4.4424775
101.7154974, 89631.6783340, 43147.5075779, -2.7430241, 0.0337782, 15.0406943, -5.3484164
102.7127081, 89632.0791916, 43146.5971725, -2.7112777, 0.0298997, 14.6818080, -6.5003142
103.7099189, 89632.5095272, 43145.6937258, -2.6836126, 0.0254479, 14.2334508, -7.7680077
104.7071297, 89632.9558033, 43144.8157270, -2.6593092, 0.0239351, 13.6783931, -8.3768197
105.7043404, 89633.4289115, 43143.9372080, -2.6361121, 0.0225891, 13.0534106, -8.9317490
106.7015512, 89633.9276806, 43143.0593368, -2.6139202, 0.0214973, 12.3522410, -8.2672133
107.6987619, 89634.4365975, 43142.2104763, -2.5873673, 0.0321164, 11.6657425, -7.3917769
108.6959727, 89634.9765245, 43141.3718123, -2.5500642, 0.0426630, 11.0157719, -6.7707530
109.6931835, 89635.5551134, 43140.5522007, -2.5019721, 0.0531767, 10.3847722, -5.3015719
110.6903942, 89636.1660364, 43139.7791825, -2.4400878, 0.0735518, 9.8625517, -4.1171176
111.6876050, 89636.8347636, 43139.0487451, -2.3572025, 0.0932009, 9.4370895, -3.5149189
112.6848157, 89637.5804534, 43138.3723658, -2.2552752, 0.1081030, 9.0580587, -3.1986620
113.6820265, 89638.4186420, 43137.7635595, -2.1445112, 0.1007375, 8.6987900, -4.5672236
114.6792373, 89639.3174546, 43137.2465426, -2.0406365, 0.1034349, 8.1584299, -4.4375483
115.6764480, 89640.2145149, 43136.8507854, -1.9267700, 0.1357306, 7.5966859, -0.5895186
116.6736588, 89641.1773966, 43136.5787577, -1.7529633, 0.2065219, 7.5189020, -0.4556084
117.6708695, 89642.1747842, 43136.5052902, -1.5344896, 0.2122263, 7.4582312, -0.3002426
118.6680803, 89643.0969201, 43136.6199928, -1.3732489, 0.1405260, 7.4179783, -1.0475171
119.6652910, 89644.0253852, 43136.8852508, -1.2002050, 0.2115832, 7.2757963, -0.2458448
120.6625018, 89644.9249395, 43137.3585427, -0.9697854, 0.2288029, 7.2420228, -0.2458448
121.6597126, 89645.6830779, 43138.0016888, -0.7784691, 0.1562872, 7.2080910, 3.6363072
122.6569233, 89646.3420393, 43138.7769503, -0.6337883, 0.1366853, 7.6947323, 1.3995902
123.6541341, 89646.8736359, 43139.6208718, -0.4842614, 0.1733571, 7.8740255, -0.2879344
124.6513448, 89647.2492918, 43140.5289377, -0.2964796, 0.1953570, 7.8374750, -0.2879344
125.6485556, 89647.4523361, 43141.5015197, -0.1241486, 0.1426032, 7.8007533, 3.0371013
126.6457664, 89647.5118140, 43142.4436676, -0.0050255, 0.1188928, 8.1797929, 3.7313637
127.6429771, 89647.4586968, 43143.4385782, 0.1112232, 0.1158903, 8.6226982, 3.0349305
128.6401879, 89647.2766675, 43144.4801500, 0.2355312, 0.1199112, 8.9668197, 1.9817880
129.6373986, 89646.9997369, 43145.4129071, 0.3368459, 0.0900794, 9.1845727, 4.0058042
130.6346094, 89646.6303287, 43146.3429752, 0.4157928, 0.0689596, 9.6096638, 4.8671298
131.6318202, 89646.1913155, 43147.2564662, 0.4776815, 0.0539935, 10.1021159, 4.8216278
132.6290309, 89645.7036933, 43148.1429142, 0.5260119, 0.0414005, 10.5673603, 4.7765511
133.6262417, 89645.1846526, 43148.9998691, 0.5609683, 0.0282765, 11.0088855, 4.7318958
134.6234524, 89644.6483714, 43149.8315200, 0.5822544, 0.0145973, 11.4294775, 4.6876580
135.6206632, 89644.0949086, 43150.6627101, 0.5912781, 0.0060551, 11.8314040, 4.6438338
136.6178739, 89643.5343544, 43151.4934081, 0.5952262, 0.0017531, 12.2165414, 4.6004193
137.6150847, 89642.9791377, 43152.3131257, 0.5947073, -0.0028469, 12.5864633, 4.5574107
138.6122955, 89642.4240600, 43153.1374927, 0.5901562, -0.0049121, 12.9425058, 4.5148041
139.6095062, 89641.8692047, 43153.9700660, 0.5856711, -0.0040477, 13.2858150, 4.4725959
140.6067170, 89641.3212113, 43154.7995783, 0.5820880, -0.0031546, 13.6173830, 4.4307822
141.6039277, 89640.7749587, 43155.6321431, 0.5793254, -0.0025660, 13.9380762, 4.3893595
142.6011385, 89640.2291746, 43156.4686791, 0.5768839, -0.0023186, 14.2486561, 4.3483241
143.5983493, 89639.6874709, 43157.3031664, 0.5747092, -0.0020496, 14.5497970, 4.3076722
144.5955600, 89639.1471958, 43158.1391812, 0.5728037, -0.0017892, 14.8420991, 4.2674004
145.5927708, 89638.6075540, 43158.9774902, 0.5711422, -0.0015428, 15.1261000, 4.2275051
146.5899815, 89638.0691517, 43159.8167063, 0.5697292, -0.0012906, 15.4022832, 4.1879828
147.5871923, 89637.5329548, 43160.6548486, 0.5685845, -0.0009919, 15.6710859, 4.1488300
148.5844030, 89636.9974548, 43161.4937224, 0.5677623, -0.0006606, 15.9329046, 4.1100432
149.5816138, 89636.4602497, 43162.3364908, 0.5672669, -0.0003317, 16.1881008, 4.0716190
150.5788246, 89635.9257499, 43163.1756243, 0.5671101, 0.0000306, 16.4370049, 2.6937454
151.5760353, 89635.3911043, 43164.0149313, 0.5673280, 0.0004051, 16.5996264, -12.9782804
152.5732461, 89634.8529646, 43164.8589707, 0.5679167, 0.0007691, 15.8007415, -11.5976263
153.5704568, 89634.3193896, 43165.6937963, 0.5705247, 0.0064637, 15.0510092, -9.9116635
154.5676676, 89633.7807928, 43166.5246668, 0.5811128, 0.0147876, 14.3793200, -8.6794051
155.5648784, 89633.2222030, 43167.3592414, 0.5997931, 0.0222146, 13.7642454, -7.2736945
156.5620891, 89632.6471646, 43168.1782451, 0.6260987, 0.0317030, 13.2267773, -5.5494025
157.5592999, 89632.0485598, 43168.9756870, 0.6637924, 0.0440493, 12.8015542, -3.6769703
158.5565106, 89631.4124935, 43169.7493800, 0.7146747, 0.0578540, 12.5118488, -2.7731913
159.5537214, 89630.7261552, 43170.4915025, 0.7796517, 0.0657859, 12.2888343, -2.6481485
160.5509322, 89629.9845311, 43171.1940697, 0.8445432, 0.0618170, 12.0720307, -3.6171291
161.5481429, 89629.2229905, 43171.8300369, 0.9054399, 0.0615826, 11.7694454, -3.8069529
162.5453537, 89628.4373351, 43172.4086453, 0.9674620, 0.0672646, 11.4423414, -3.5132908
163.5425644, 89627.5899825, 43172.9495361, 1.0388805, 0.0731728, 11.1319447, -3.3471849
164.5397752, 89626.7265807, 43173.4171339, 1.1091737, 0.0681166, 10.8279497, -3.7883767
165.5369859, 89625.8435385, 43173.8240287, 1.1615250, 0.0237053, 10.4732457, -8.4899107
166.5341967, 89624.9432262, 43174.2142980, 1.1511766, -0.0425295, 9.6310132, -4.1880793
167.5314075, 89624.0289943, 43174.6571651, 1.0789366, -0.0972418, 9.1871442, -4.1719820
168.5286182, 89623.1492126, 43175.1931808, 0.9674764, -0.1064293, 8.7225529, -4.1840243
169.5258290, 89622.3377722, 43175.8206347, 0.8562950, -0.1146043, 8.2303232, -2.5405876
170.5230397, 89621.6371711, 43176.5077154, 0.7273917, -0.1556246, 7.9165155, -0.6079235
171.5202505, 89621.0293655, 43177.3302179, 0.5397955, -0.1900488, 7.8395639, -0.3182196
172.5174613, 89620.5974793, 43178.2236274, 0.3684613, -0.1437565, 7.7989806, -2.3838372
173.5146720, 89620.3064250, 43179.1200245, 0.2696504, -0.1017671, 7.4879718, -0.6232097
174.5118828, 89620.1126005, 43180.0755581, 0.1123014, -0.2121918, 7.4045107, -0.2546201
175.5090935, 89620.1156815, 43181.0875347, -0.1205582, -0.2209173, 7.3701397, -0.2546201
176.5063043, 89620.3136548, 43182.0199561, -0.2848246, -0.1373629, 7.3356076, 4.3561082
177.5035151, 89620.6626728, 43182.9812924, -0.4065321, -0.1066824, 7.9056344, 5.0070357
178.5007258, 89621.1138590, 43183.8923826, -0.5141888, -0.1129801, 8.5138238, 3.4708419
179.4979366, 89621.6473880, 43184.7197091, -0.6337568, -0.1275248, 8.9110895, 1.5013530
180.4951473, 89622.2915070, 43185.4871881, -0.7625566, -0.1267065, 9.0775463, 0.5710649
181.4923581, 89622.9994998, 43186.1443303, -0.8821249, -0.1226464, 9.1400652, -2.0015911
182.4895688, 89623.7930805, 43186.7211257, -1.0024703, -0.1226804, 8.9190120, -2.4348751
183.4867796, 89624.6935936, 43187.2191037, -1.1288304, -0.1225674, 8.6424885, -2.6783082
184.4839904, 89625.6729892, 43187.6089680, -1.2518551, -0.1073960, 8.3277207, -4.6955695
185.4812011, 89626.6827153, 43187.8812755, -1.3636178, -0.1116854, 7.7450622, -3.8753433
186.4784119, 89627.6478908, 43188.0246019, -1.4907849, -0.1601627, 7.2288948, -0.2426855
187.4756226, 89628.6528905, 43188.0046679, -1.7040442, -0.2317815, 7.1953389, -0.2426855
188.4728334, 89629.6111894, 43187.7800246, -1.8689640, -0.0551578, 7.1616259, 5.0595833
189.4700442, 89630.4765629, 43187.5315207, -1.8060507, 0.0690435, 7.8345279, 5.0122821
190.4672549, 89631.3899080, 43187.3063463, -1.8515815, -0.1370985, 8.4484573, 1.8798238
191.4644657, 89632.3870974, 43186.9220633, -2.0306495, -0.1575398, 8.6675020, -0.1874237
192.4616764, 89633.1877838, 43186.4675890, -2.1310650, -0.0747312, 8.6459117, 4.9496010
193.4588872, 89634.0350959, 43185.8992091, -2.1860150, -0.0375051, 9.1990967, 4.9033279
194.4560980, 89634.8940429, 43185.2717984, -2.2134033, -0.0152549, 9.7161043, 4.8574874
195.4533087, 89635.7418439, 43184.6305102, -2.2202672, 0.0025575, 10.2024782, 4.8120755
196.4505195, 89636.5555041, 43184.0186668, -2.2070866, 0.0248356, 10.6624513, -1.7243234
197.4477302, 89637.3254063, 43183.4691856, -2.1687734, 0.0598499, 10.4999447, -5.2603832
198.4449410, 89638.2030840, 43182.9173423, -2.0940161, 0.0722476, 9.9878635, -4.8161079
199.4421517, 89639.0701954, 43182.4543478, -2.0324339, 0.0478001, 9.4948443, -8.0621331
200.4393625, 89639.9155718, 43182.0506826, -2.0018357, 0.0498148, 8.6065543, -2.0136290
201.4365733, 89640.8180588, 43181.6803242, -1.9025233, 0.1472344, 8.3699912, -0.3253494
202.4337840, 89641.7988859, 43181.4316093, -1.7309240, 0.1728911, 8.3311385, -0.3253494
203.4309948, 89642.7413114, 43181.3519792, -1.5838124, 0.1434999, 8.2921038, 1.8107864
204.4282055, 89643.7596970, 43181.4115034, -1.4420929, 0.1369661, 8.5070827, 1.7484617
205.4254163, 89644.7608661, 43181.6133074, -1.3031493, 0.1264105, 8.7096283, 2.0552145
206.4226271, 89645.6958842, 43181.9289148, -1.1915331, 0.1011333, 8.9418449, 3.5389267
207.4198378, 89646.6135819, 43182.3464285, -1.0991100, 0.0833218, 9.3281671, 4.3418973
208.4170486, 89647.4911572, 43182.8386320, -1.0236457, 0.0616378, 9.7813227, 4.8515268
209.4142593, 89648.3271559, 43183.3770907, -0.9791043, 0.0280154, 10.2640277, 4.8061706
210.4114701, 89649.1514030, 43183.9411741, -0.9676732, -0.0049769, 10.7208113, 4.7612385
211.4086808, 89649.9780073, 43184.5011169, -0.9875327, -0.0301252, 11.1548963, 4.7167264
212.4058916, 89650.8167629, 43185.0344058, -1.0233368, -0.0418711, 11.5688742, -5.3756207
213.4031024, 89651.6804694, 43185.5342762, -1.0708546, -0.0532563, 11.0958370, -5.7535122
214.4003131, 89652.5768306, 43185.9911235, -1.1294763, -0.0606382, 10.5661095, -5.6736083
215.3975239, 89653.5076553, 43186.3965160, -1.1906164, -0.0606080, 10.0163418, -6.3582408
216.3947346, 89654.4465868, 43186.7384704, -1.2533132, -0.0658429, 9.3619491, -6.4661741
217.3919454, 89655.3955310, 43187.0146796, -1.3238741, -0.0787188, 8.6457975, -5.5054783
218.3891562, 89656.4291040, 43187.2254914, -1.4201679, -0.1065311, 7.9855851, -3.5834309
219.3863669, 89657.3938763, 43187.3150372, -1.5438335, -0.1533305, 7.5248055, -2.6772667
220.3835777, 89658.3849828, 43187.2561367, -1.7220268, -0.1864771, 7.1612219, -1.5260590
221.3807884, 89659.3501050, 43187.0192492, -1.8958952, -0.1559902, 6.9454657, -2.7446387
222.3779992, 89660.2086817, 43186.6636119, -2.0399550, -0.2211086, 6.5395358, -0.1986067
223.3752100, 89661.0012974, 43186.1235790, -2.3077448, -0.2832231, 6.5091799, -0.1986067
224.3724207, 89661.6663784, 43185.3485952, -2.5338656, -0.1568279, 6.4786817, 5.1032501
225.3696315, 89662.1847611, 43184.4770381, -2.6719254, -0.1302379, 7.2215891, -3.1067864
226.3668422, 89662.5798643, 43183.5362480, -2.8255482, -0.1879111, 6.7790196, -3.3530407
227.3640530, 89662.7967152, 43182.4655713, -3.0598053, -0.2090802, 6.2663970, -1.4682938
228.3612637, 89662.7887316, 43181.5197261, 3.0557297, -0.1253561, 6.0282115, -0.1687629
229.3584745, 89662.6576346, 43180.6334058, 2.8926875, -0.3333079, 6.0002291, -0.1687629
230.3556853, 89662.2539097, 43179.6953298, 2.6143721, -0.1587695, 5.9721157, 5.1328148
231.3528960, 89661.7654760, 43178.9601878, 2.5024438, -0.1111133, 6.7751872, 5.0848289
232.3501068, 89661.0958458, 43178.1594487, 2.3871189, -0.1146578, 7.4862844, 5.0372916
233.3473175, 89660.3035965, 43177.4210000, 2.2519339, -0.1259060, 8.1296332, 3.3689500
234.3445283, 89659.4829455, 43176.8341604, 2.1338548, -0.1102240, 8.5328801, 3.6332909
235.3417391, 89658.6068708, 43176.3455131, 2.0258431, -0.1070943, 8.9474218, 3.0511527
236.3389498, 89657.6989447, 43175.9604671, 1.9166497, -0.1103907, 9.2812521, 2.0869756
237.3361606, 89656.7126465, 43175.6591056, 1.8266784, -0.0601325, 9.5028391, 4.8767002
238.3333713, 89655.7559947, 43175.4283514, 1.7994428, 0.0078325, 10.0015072, 4.8311087
239.3305821, 89654.8263929, 43175.1963567, 1.8411217, 0.0622169, 10.4721255, 4.6628963
240.3277929, 89653.9007630, 43174.9105283, 1.8980004, 0.0531620, 10.9071167, 4.7423507
241.3250036, 89652.9548820, 43174.5639896, 1.9429789, 0.0356384, 11.3324066, -0.2445891
242.3222144, 89652.0364835, 43174.1890384, 1.9730292, 0.0300390, 11.3108632, -8.6398223
243.3194251, 89651.1312404, 43173.7871365, 2.0050456, 0.0350403, 10.5216053, -8.3543809
244.3166359, 89650.2140337, 43173.3402359, 2.0447488, 0.0434534, 9.6975266, -7.7234807
245.3138466, 89649.2992169, 43172.8419202, 2.0970713, 0.0590698, 8.8678152, -6.5164308
246.3110574, 89648.4180460, 43172.2877673, 2.1723158, 0.0882255, 8.1019526, -4.3530983
247.3082682, 89647.6408009, 43171.6949131, 2.2807104, 0.1389385, 7.5471666, -1.8337183
248.3054789, 89646.9476460, 43170.9935397, 2.4536963, 0.1954155, 7.3008572, -1.4404658
249.3026897, 89646.3803422, 43170.1404486, 2.6554888, 0.1935790, 7.1013816, -1.6046877
250.2999004, 89646.0207867, 43169.2883657, 2.8256148, 0.1759176, 6.8723501, -0.2193363
251.2971112, 89645.8115615, 43168.3147265, 3.0481355, 0.2564555, 6.8404494, -0.2193363
252.2943220, 89645.8413594, 43167.3365269, -2.9945046, 0.2135989, 6.8083991, 1.8814888
253.2915327, 89646.0518316, 43166.4462039, -2.8361423, 0.1369033, 7.0786143, 4.9053407
254.2887435, 89646.4280224, 43165.4659112, -2.7237155, 0.0822898, 7.7388692, 5.0192652
255.2859542, 89646.8603947, 43164.5810302, -2.6515755, 0.0727175, 8.3606595, 4.9723408
256.2831650, 89647.3562526, 43163.7285470, -2.5768135, 0.0796408, 8.9340680, 4.9258551
257.2803757, 89647.9484513, 43162.8775155, -2.4884289, 0.0915458, 9.4679355, 3.3734755
258.2775865, 89648.6188551, 43162.0850232, -2.3911642, 0.0894997, 9.8168190, 1.5955327
259.2747973, 89649.3485919, 43161.3692911, -2.3024553, 0.0859462, 9.9775798, -3.6643534
260.2720080, 89650.1141939, 43160.7397878, -2.2139586, 0.0950529, 9.6043654, -1.4500349
261.2692188, 89650.9202850, 43160.1962901, -2.1094417, 0.1227596, 9.4526109, -0.4149574
262.2664295, 89651.7954900, 43159.7466964, -1.9790826, 0.1355561, 9.4087328, -0.4149574
263.2636403, 89652.7194149, 43159.4149656, -1.8563923, 0.1088597, 9.3646491, 2.0422933
264.2608511, 89653.6648142, 43159.1850014, -1.7661673, 0.0866508, 9.5796580, -0.3433105
265.2580618, 89654.6220689, 43159.0373876, -1.6807954, 0.0905087, 9.5438536, -4.1515772
266.2552726, 89655.6393234, 43158.9737152, -1.5842920, 0.0994693, 9.0997333, -4.1006737
267.2524833, 89656.6917927, 43159.0169173, -1.4734090, 0.1069304, 8.6386732, -4.0683134
268.2496941, 89657.7414921, 43159.1779862, -1.3645996, 0.1016981, 8.1555345, -5.4562787
269.2469049, 89658.7288050, 43159.4409816, -1.2528979, 0.1223155, 7.4585939, -2.4757772
270.2441156, 89659.5867333, 43159.7858394, -1.1137608, 0.1925684, 7.1198932, -0.2354219
271.2413264, 89660.4825149, 43160.3690640, -0.8660434, 0.2389327, 7.0868434, -0.2354219
272.2385371, 89661.1390939, 43161.0509549, -0.6887298, 0.1007428, 7.0536387, 5.0667790
273.2357479, 89661.6873974, 43161.7455331, -0.6438705, 0.1102698, 7.7368670, 3.7443354
274.2329586, 89662.2067263, 43162.5566897, -0.4845319, 0.1782349, 8.2052967, -0.3155948
275.2301694, 89662.6172957, 43163.5174250, -0.3431353, 0.0668529, 8.1668516, 4.9873556
276.2273802, 89662.9388246, 43164.4703123, -0.3206908, -0.0127816, 8.7546762, -4.1206058
