s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
70.8106359,89615.3866732,43163.6453198,0.7867904,-0.2263749,6.4780853,-0.5907564
71.5643621,89615.9644110,43164.1293884,0.6064114,-0.2312829,6.4089821,0.3396863
72.3213573,89616.6229171,43164.5027668,0.4253009,-0.2284230,6.4489793,1.1733967
73.0859991,89617.3448760,43164.7546642,0.2486902,-0.2189748,6.5866372,2.1460466
73.8606237,89618.1092577,43164.8802189,0.0806751,-0.2033879,6.8343655,2.5000000
74.6474057,89618.8960397,43164.8800767,-0.0767844,-0.1828976,7.1163517,2.5000000
75.4534225,89619.6928173,43164.7583867,-0.2190297,-0.1598547,7.3940885,2.5000000
76.2886655,89620.4945700,43164.5242425,-0.3415985,-0.1366485,7.6712945,2.5000000
77.1574963,89621.2958830,43164.1884385,-0.4450550,-0.1156268,7.9493971,2.5000000
78.0539648,89622.0861112,43163.7651240,-0.5334432,-0.0988452,8.2264972,2.5000000
78.9651293,89622.8510375,43163.2700395,-0.6121134,-0.0867301,8.4988869,2.5000000
79.8793487,89623.5790130,43162.7170035,-0.6850481,-0.0779817,8.7636851,2.5000000
80.7937316,89624.2662005,43162.1137878,-0.7537213,-0.0707920,9.0207589,2.5000000
81.7144600,89624.9163422,43161.4618241,-0.8172907,-0.0638167,9.2724178,2.5000000
82.6494924,89625.5353301,43160.7610106,-0.8742224,-0.0565294,9.5211814,2.5000000
83.6017135,89626.1267615,43160.0147306,-0.9238633,-0.0491183,9.7680090,2.5000000
84.5687366,89626.6918321,43159.2299829,-0.9666866,-0.0420995,10.0124480,2.5000000
85.5463520,89627.2311563,43158.4145926,-1.0036014,-0.0358379,10.2536429,2.5000000
86.5309861,89627.7459322,43157.5752416,-1.0353785,-0.0303530,10.4909658,2.5000000
87.5202462,89628.2381293,43156.7171172,-1.0625017,-0.0254503,10.7241160,-1.4172057
88.5126322,89628.7103012,43155.8442577,-1.0852401,-0.0209109,10.5921590,-1.6000000
89.5072420,89629.1654119,43154.9598806,-1.1037377,-0.0165785,10.4408372,-1.6000000
90.5035310,89629.6066969,43154.0666509,-1.1180711,-0.0123611,10.2870286,-1.6000000
91.5011376,89630.0375609,43153.1668870,-1.1282823,-0.0082086,10.1306770,-1.6000000
92.4998078,89630.4615208,43152.2626745,-1.1343955,-0.0040938,9.9717035,-1.6000000
93.4993359,89630.8821584,43151.3559659,-1.1364246,-0.0000012,9.8100143,-1.6000000
94.4995004,89631.3030727,43150.4486841,-1.1343766,0.0040788,9.6455096,-1.6000000
95.5000504,89631.7278536,43149.5427805,-1.1282547,0.0081534,9.4780850,-1.6000000
96.5007589,89632.1600798,43148.6402296,-1.1180599,0.0122310,9.3076220,-1.6000000
97.5014786,89632.6033178,43147.7430228,-1.1037918,0.0163284,9.1339764,-1.6000000
98.5021128,89633.0610866,43146.8532383,-1.0854419,0.0204803,8.9569803,-1.6000000
99.5024622,89633.5367718,43145.9732255,-1.0629763,0.0247557,8.7764672,-1.6000000
100.5019875,89634.0334995,43145.1058661,-1.0363043,0.0292788,8.5923161,-1.6000000
101.4995713,89634.5540014,43144.2548366,-1.0052338,0.0342475,8.4045005,-1.6000000
102.4932778,89635.1004653,43143.4248788,-0.9693979,0.0399217,8.2131460,-1.6000000
103.4800459,89635.6743398,43142.6221465,-0.9281667,0.0465592,8.0186102,-1.6000000
104.4556151,89636.2762119,43141.8543670,-0.8806191,0.0543301,7.8215272,-1.6000000
105.4153027,89636.9060658,43141.1302921,-0.8257125,0.0633471,7.6226824,-1.6000000
106.3557748,89637.5640246,43140.4582967,-0.7626178,0.0739433,7.4226530,-1.6000000
107.2764688,89638.2509811,43139.8452974,-0.6908639,0.0871705,7.2214650,-1.6000000
108.1779461,89638.9673451,43139.2980460,-0.6095574,0.1051202,7.0188908,-1.6000000
109.0569354,89639.7094173,43138.8269292,-0.5159829,0.1305610,6.8155750,-1.6000000
109.9033874,89640.4662252,43138.4478213,-0.4040971,0.1643704,6.6138806,-1.6000000
110.7053684,89641.2221748,43138.1800271,-0.2656699,0.2022726,6.4169367,-1.6000000
111.4596582,89641.9634340,43138.0404279,-0.0933753,0.2365266,6.2260220,-1.6000000
112.1786499,89642.6824200,43138.0432786,0.1071385,0.2605401,6.0384250,-0.9325886
112.8863295,89643.3742610,43138.1921629,0.3171247,0.2703260,5.9281218,0.4904655
113.6050520,89644.0303248,43138.4856628,0.5212902,0.2650094,5.9872904,1.6036284
114.3446264,89644.6326464,43138.9148237,0.7136598,0.2485622,6.1822044,2.3397987
115.1028366,89645.1576703,43139.4618453,0.8936202,0.2274471,6.4627989,2.5000000
115.8737977,89645.5871952,43140.1020713,1.0599614,0.2055233,6.7544485,2.5000000
116.6555570,89645.9144045,43140.8120584,1.2126992,0.1834369,7.0378527,2.5000000
117.4519623,89646.1388542,43141.5761813,1.3515612,0.1611142,7.3152852,2.5000000
118.2701275,89646.2647917,43142.3845958,1.4747397,0.1389262,7.5897446,2.5000000
119.1166805,89646.2982518,43143.2304873,1.5815506,0.1175641,7.8636498,2.5000000
119.9949397,89646.2462655,43144.1072064,1.6728351,0.0979973,8.1380762,2.5000000
120.9044788,89646.1163045,43145.0074128,1.7505986,0.0810079,8.4128461,2.5000000
121.8435471,89645.9158820,43145.9248442,1.8169548,0.0667975,8.6874232,2.5000000
122.8109884,89645.6519440,43146.8555855,1.8734981,0.0551452,8.9615026,2.5000000
123.8043259,89645.3315715,43147.7958412,1.9212840,0.0457026,9.2344581,2.5000000
124.8170083,89644.9633302,43148.7391990,1.9613594,0.0381856,9.5046635,2.5000000
125.8392979,89644.5569690,43149.6772537,1.9951433,0.0323684,9.7698555,2.5000000
126.8619273,89644.1214862,43150.6025242,2.0242363,0.0279849,10.0281216,2.5000000
127.8789642,89643.6635543,43151.5106335,2.0499657,0.0246704,10.2785411,2.5000000
128.8883238,89643.1873007,43152.4005714,2.0731177,0.0220136,10.5211789,2.5000000
129.8906165,89642.6950796,43153.2736745,2.0939826,0.0196570,10.7567034,2.5000000
130.8876123,89642.1884194,43154.1323339,2.1125494,0.0173816,10.9859750,2.5000000
131.8810990,89641.6687484,43154.9790675,2.1287442,0.0151150,11.2097761,2.5000000
132.8723584,89641.1376323,43155.8160328,2.1425090,0.0129474,11.4287085,2.5000000
133.8622024,89640.5968475,43156.6450943,2.1539942,0.0110794,11.6432211,2.5000000
134.8511696,89640.0479236,43157.4677356,2.1633811,0.0096439,11.8536675,0.6261380
135.8396778,89639.4924234,43158.2853956,2.1715635,0.0086768,11.9057683,-1.6000000
136.8280959,89638.9304247,43159.0984934,2.1794416,0.0081702,11.7721868,-1.6000000
137.8168169,89638.3619895,43159.9074746,2.1872174,0.0080225,11.6370303,-1.6000000
138.8062993,89637.7867972,43160.7126014,2.1950894,0.0080544,11.5001796,-1.6000000
139.7970820,89637.2044864,43161.5142026,2.2030892,0.0081519,11.3614975,-1.6000000
140.7897756,89636.6145805,43162.3126082,2.2112472,0.0082706,11.2208291,-1.6000000
141.7850184,89636.0165911,43163.1081691,2.2195560,0.0083862,11.0780066,-1.6000000
142.7834848,89635.4099949,43163.9012492,2.2280044,0.0085110,10.9328467,-1.6000000
143.7859630,89634.7942074,43164.6923045,2.2365711,0.0087119,10.7851382,-1.6000000
144.7933425,89634.1685803,43165.4818640,2.2452748,0.0091440,10.6346411,-1.6000000
145.8061865,89633.5326100,43166.2701499,2.2542888,0.0100475,10.4811493,-1.6000000
146.8235508,89632.8865077,43167.0560137,2.2641313,0.0116837,10.3246756,-1.6000000
147.8410891,89632.2321099,43167.8352105,2.2757881,0.0142157,10.1657662,-1.6000000
148.8498029,89631.5734679,43168.5992093,2.2905159,0.0175803,10.0057443,-1.6000000
149.8378743,89630.9159270,43169.3367222,2.3092820,0.0213790,9.8464760,-1.6000000
150.7962812,89630.2632317,43170.0385288,2.3322285,0.0248346,9.6894886,-1.6000000
151.7246607,89629.6142233,43170.7023636,2.3585486,0.0269339,9.5349554,-1.6000000
152.6327492,89628.9617233,43171.3339239,2.3865118,0.0267426,9.3813374,-1.6000000
153.5380745,89628.2937961,43171.9450599,2.4134941,0.0236728,9.2256409,-1.6000000
154.4623767,89627.5961260,43172.5513527,2.4364061,0.0175774,9.0639220,-1.6000000
155.4238743,89626.8578497,43173.1673281,2.4521030,0.0087117,8.8925750,-1.6000000
156.4262989,89626.0808458,43173.8006685,2.4575429,-0.0024659,8.7103462,-1.6000000
157.4542349,89625.2842799,43174.4503878,2.4502378,-0.0156624,8.5194329,-1.6000000
158.4802799,89624.4985344,43175.1102153,2.4287277,-0.0310976,8.3245055,-1.6000000
159.4788798,89623.7528158,43175.7743731,2.3922965,-0.0495956,8.1303058,-1.6000000
160.4352185,89623.0675413,43176.4414432,2.3397608,-0.0722253,7.9398734,-1.6000000
161.3431435,89622.4570329,43177.1134605,2.2684842,-0.0992366,7.7547553,-1.6000000
162.2003240,89621.9345042,43177.7929619,2.1748846,-0.1286809,7.5758334,-1.6000000
163.0097790,89621.5116909,43178.4832129,2.0565254,-0.1563803,7.4029045,-1.6000000
163.7843070,89621.1965924,43179.1907484,1.9156274,-0.1779818,7.2335680,-1.6000000
164.5452410,89620.9940985,43179.9242447,1.7605953,-0.1904198,7.0632512,-0.3253032
165.3138021,89620.9089393,43180.6880733,1.6022173,-0.1923476,7.0277654,1.1831912
166.1022198,89620.9453357,43181.4756504,1.4469947,-0.1853461,7.1592726,2.1344320
166.9124278,89621.1057682,43182.2698156,1.2994897,-0.1736296,7.3968812,2.5000000
167.7412575,89621.3834705,43183.0507382,1.1629273,-0.1613077,7.6718968,2.4360118
168.5843481,89621.7675139,43183.8012796,1.0357900,-0.1508751,7.9350840,1.8869324
169.4364127,89622.2460936,43184.5062446,0.9148780,-0.1435444,8.1351788,1.2283037
170.2921959,89622.8072724,43185.1523430,0.7970214,-0.1391249,8.2633805,0.8049672
171.1485962,89623.4405841,43185.7288306,0.6799590,-0.1363714,8.3463888,0.7425445
172.0055954,89624.1373316,43186.2278201,0.5628681,-0.1339246,8.4222875,0.9066573
172.8663783,89624.8908757,43186.6438951,0.4469845,-0.1310411,8.5144463,0.9755357
173.7352363,89625.6944884,43186.9742297,0.3335860,-0.1280469,8.6134198,0.8927382
174.6105354,89626.5362819,43187.2140884,0.2244776,-0.1254052,8.7036674,1.0884715
175.4807818,89627.3938262,43187.3622321,0.1192558,-0.1223455,8.8118274,1.9565954
176.3342298,89628.2453920,43187.4188815,0.0147229,-0.1173003,8.9993337,2.5000000
177.1742214,89629.0847832,43187.3871297,-0.0880497,-0.1091499,9.2297327,2.5000000
178.0200921,89629.9226193,43187.2708194,-0.1829649,-0.0973268,9.4560731,2.5000000
178.8913437,89630.7715830,43187.0750139,-0.2637915,-0.0821305,9.6836758,2.5000000
179.7958208,89631.6357853,43186.8081182,-0.3286365,-0.0652945,9.9144320,2.5000000
180.7320793,89632.5130963,43186.4811541,-0.3789725,-0.0490517,10.1477709,2.5000000
181.6973831,89633.4019994,43186.1047732,-0.4169366,-0.0345351,10.3828596,2.5000000
182.6921502,89634.3050214,43185.6875048,-0.4438160,-0.0214932,10.6196803,0.8818324
183.7156838,89635.2246601,43185.2381879,-0.4595881,-0.0090547,10.7043346,-1.6000000
184.7574598,89636.1560009,43184.7713886,-0.4633371,0.0037329,10.5474687,-1.6000000
185.7966182,89637.0861918,43184.3081446,-0.4541022,0.0177326,10.3886375,-1.6000000
186.8102482,89638.0006901,43183.8709505,-0.4309915,0.0335201,10.2313329,-1.6000000
187.7815853,89638.8894270,43183.4789780,-0.3928549,0.0510175,10.0782883,-1.6000000
188.7036107,89639.7493485,43183.1463132,-0.3384702,0.0691095,9.9308315,-1.6000000
189.5796001,89640.5845905,43182.8822523,-0.2679184,0.0858541,9.7886796,-1.6000000
190.4223611,89641.4055182,43182.6916641,-0.1835709,0.0986912,9.6499436,-1.6000000
191.2495138,89642.2247867,43182.5777316,-0.0905457,0.1050009,9.5118097,0.7443737
192.0762093,89643.0507221,43182.5422895,0.0059249,0.1035917,9.5762866,1.6205601
192.9135124,89643.8867995,43182.5875789,0.0975724,0.0950965,9.7169473,-1.6000000
193.7718415,89644.7367351,43182.7073219,0.1772417,0.0812398,9.5745711,-1.6000000
194.6609778,89645.6057351,43182.8954770,0.2427470,0.0644226,9.4248170,-1.6000000
195.5874868,89646.4984113,43183.1435660,0.2929717,0.0471492,9.2661937,-1.6000000
196.5532536,89647.4169642,43183.4418378,0.3284579,0.0309203,9.0979060,-1.6000000
197.5531511,89648.3588046,43183.7775933,0.3499094,0.0162363,8.9203263,-1.6000000
198.5734969,89649.3147365,43184.1343839,0.3580894,0.0030968,8.7353943,-1.6000000
199.5959094,89650.2719863,43184.4935502,0.3538575,-0.0088435,8.5460748,-1.6000000
200.6049244,89651.2202778,43184.8383026,0.3384251,-0.0202035,8.3550312,-1.6000000
201.5938806,89652.1565285,43185.1568448,0.3130946,-0.0319225,8.1634482,-1.6000000
202.5638863,89653.0837952,43185.4416034,0.2782161,-0.0450926,7.9710644,-1.6000000
203.5149703,89654.0033794,43185.6843496,0.2321533,-0.0605274,7.7778146,-1.6000000
204.4395910,89654.9085495,43185.8730042,0.1719347,-0.0785088,7.5852233,-1.6000000
205.3292827,89655.7898958,43185.9945767,0.0951175,-0.0993373,7.3951741,-1.6000000
206.1863055,89656.6457798,43186.0387453,0.0014972,-0.1242960,7.2073661,-1.6000000
207.0196008,89657.4780339,43185.9971042,-0.1088067,-0.1544723,7.0199417,-1.6000000
207.8272750,89658.2741351,43185.8608667,-0.2385365,-0.1860730,6.8333758,-1.6000000
208.5967733,89659.0067154,43185.6253806,-0.3949933,-0.2112395,6.6507616,-1.6000000
209.3312997,89659.6572230,43185.2842519,-0.5790653,-0.2268260,6.4716416,-0.9821346
210.0658216,89660.2305998,43184.8251641,-0.7704521,-0.2349187,6.3591939,-0.4164476
210.8344037,89660.7311672,43184.2419398,-0.9495432,-0.2386973,6.3086606,-0.3077923
211.6274994,89661.1361710,43183.5600507,-1.1205925,-0.2416618,6.2698470,-0.2788139
212.4039108,89661.4115733,43182.8341249,-1.2978470,-0.2443529,6.2352251,0.1361137
213.1406652,89661.5423525,43182.1090706,-1.4917788,-0.2430988,6.2512876,1.0274233
213.8600897,89661.5259357,43181.3898334,-1.6916007,-0.2342378,6.3684303,2.4386411
214.6021942,89661.3670414,43180.6649391,-1.8716757,-0.2150462,6.6465297,2.5000000
215.3840567,89661.0758436,43179.9393271,-2.0237300,-0.1861147,6.9343831,2.5000000
216.1981504,89660.6703465,43179.2334088,-2.1551399,-0.1547164,7.2219207,2.5000000
217.0350370,89660.1668313,43178.5649392,-2.2702979,-0.1275411,7.5060357,2.5000000
217.8958744,89659.5788351,43177.9362090,-2.3686200,-0.1048764,7.7874744,2.5000000
218.7849201,89658.9154753,43177.3443004,-2.4504299,-0.0848732,8.0678365,2.5000000
219.7001683,89658.1895602,43176.7868719,-2.5166814,-0.0668588,8.3466297,2.5000000
220.6373642,89657.4137730,43176.2610483,-2.5695249,-0.0507800,8.6227726,-0.0580085
221.5974654,89656.5947779,43175.7600080,-2.6102754,-0.0364567,8.6163112,-1.6000000
222.5820844,89655.7374076,43175.2758688,-2.6388987,-0.0236342,8.4314909,-1.6000000
223.5837736,89654.8543104,43174.8030891,-2.6550581,-0.0120568,8.2392131,-1.6000000
224.5887742,89653.9635993,43174.3376218,-2.6598562,-0.0014422,8.0416808,-1.6000000
225.5894205,89653.0769228,43173.8738355,-2.6554162,0.0087218,7.8400614,-1.6000000
226.5875781,89652.1964211,43173.4036915,-2.6427527,0.0193644,7.6336399,-1.6000000
227.5836291,89651.3257940,43172.9198256,-2.6207165,0.0319208,7.4219334,-1.6000000
228.5671307,89650.4795510,43172.4186789,-2.5867823,0.0483484,7.2067947,-1.6000000
229.5212339,89649.6791738,43171.8993435,-2.5378471,0.0713026,6.9917637,-1.6000000
230.4324676,89648.9446157,43171.3601114,-2.4700050,0.1041659,6.7800304,-1.6000000
231.2922287,89648.2938577,43170.7982367,-2.3772270,0.1484391,6.5740076,-1.6000000
232.0924216,89647.7481743,43170.2129689,-2.2506073,0.1980187,6.3762810,-1.6000000
232.8306669,89647.3293364,43169.6050372,-2.0809380,0.2399135,6.1882610,-1.6000000
233.5240498,89647.0523352,43168.9693878,-1.8724639,0.2633338,6.0063091,-0.0083757
234.2097501,89646.9220655,43168.2961756,-1.6527301,0.2634177,6.0053528,2.4089951
234.9242712,89646.9383932,43167.5818411,-1.4521612,0.2404638,6.2854449,2.5000000
235.6855842,89647.0959894,43166.8370183,-1.2848453,0.2023653,6.5812904,2.5000000
236.4966259,89647.3806597,43166.0775768,-1.1486808,0.1628579,6.8824844,2.5000000
237.3541865,89647.7782988,43165.3177785,-1.0356129,0.1320548,7.1872383,2.5000000
238.2492307,89648.2732821,43164.5720604,-0.9383524,0.1125362,7.4921035,2.5000000
239.1659031,89648.8481088,43163.8580137,-0.8496731,0.1026882,7.7919816,2.5000000
240.0862650,89649.4850114,43163.1936185,-0.7633619,0.0999173,8.0818802,2.5000000
240.9970707,89650.1699114,43162.5932193,-0.6749485,0.1015991,8.3588765,2.5000000
241.8936126,89650.8946401,43162.0654357,-0.5823998,0.1052488,8.6228490,2.5000000
242.7785452,89651.6560340,43161.6144534,-0.4858369,0.1087781,8.8757077,2.5000000
243.6573793,89652.4524335,43161.2428391,-0.3865488,0.1108482,9.1198881,1.1638801
244.5358771,89653.2816642,43160.9527791,-0.2863702,0.1114787,9.2313212,-0.7413145
245.4204935,89654.1416365,43160.7454295,-0.1872046,0.1120392,9.1600072,-1.6000000
246.3151686,89655.0277605,43160.6220291,-0.0898014,0.1142671,9.0023759,-1.6000000
247.2128562,89655.9246791,43160.5848780,0.0087137,0.1190841,8.8413897,-1.6000000
248.0944738,89656.8047241,43160.6375135,0.1127613,0.1255049,8.6803799,-1.6000000
248.9435644,89657.6418864,43160.7793374,0.2244376,0.1307955,8.5224354,-0.4465977
249.7635974,89658.4292849,43161.0083740,0.3416800,0.1321280,8.4793547,1.6529135
250.5752210,89659.1765545,43161.3251087,0.4570784,0.1273747,8.6361185,2.5000000
251.3961381,89659.8919535,43161.7277366,0.5633145,0.1153094,8.8705766,2.5000000
252.2345240,89660.5777136,43162.2100478,0.6570342,0.0967906,9.1037936,2.5000000
253.1037914,89661.2428187,43162.7697449,0.7355796,0.0745493,9.3394537,-0.5251707
254.0292165,89661.9075626,43163.4135828,0.7949071,0.0508898,9.2872699,-1.6000000
255.0254683,89662.5882613,43164.1410215,0.8316360,0.0268356,9.1140209,-1.6000000
256.0741965,89663.2850878,43164.9247712,0.8451193,0.0024962,8.9280147,-1.6000000
257.1337842,89663.9874275,43165.7181469,0.8362924,-0.0231181,8.7360613,-1.6000000
258.1618989,89664.6842352,43166.4741092,0.8046325,-0.0513268,8.5456889,-1.6000000
259.1273848,89665.3694035,43167.1543352,0.7468311,-0.0812126,8.3629686,-1.6000000
260.0169367,89666.0446436,43167.7334322,0.6597805,-0.1091775,8.1910120,-1.6000000
260.8431632,89666.7233255,43168.2046446,0.5469607,-0.1320870,8.0279981,-1.6000000
261.6405576,89667.4288131,43168.5762963,0.4207507,-0.1489931,7.8674705,-1.6000000
262.4406075,89668.1784595,43168.8557782,0.2926191,-0.1601016,7.7030469,-1.2992077
263.2509259,89668.9675875,43169.0398788,0.1640235,-0.1659918,7.5651429,-0.3106376
264.0614325,89669.7741362,43169.1198794,0.0290466,-0.1674653,7.5317886,0.6321463
264.8651123,89670.5771285,43169.0866436,-0.1136690,-0.1645185,7.5989425,1.9094784
265.6696446,89671.3677996,43168.9379449,-0.2550780,-0.1562069,7.7984871,2.5000000
266.4920612,89672.1477511,43168.6770911,-0.3846944,-0.1425159,8.0578213,2.5000000
267.3453302,89672.9181439,43168.3102628,-0.4975286,-0.1261027,8.3183429,2.5000000
268.2298502,89673.6727796,43167.8488513,-0.5950681,-0.1112773,8.5800599,2.5000000
269.1343151,89674.3980694,43167.3084704,-0.6828275,-0.1010241,8.8396693,2.5000000
270.0429165,89675.0780772,43166.7058545,-0.7665938,-0.0954846,9.0930061,2.5000000
270.9445880,89675.7008393,43166.0537971,-0.8502012,-0.0927660,9.3376184,2.5000000
271.8388048,89676.2620166,43165.3575905,-0.9343683,-0.0906442,9.5740379,2.5000000
272.7335936,89676.7631562,43164.6163037,-1.0172239,-0.0877303,9.8049042,2.5000000
273.6384809,89677.2073772,43163.8279582,-1.0963119,-0.0838493,10.0329747,2.5000000
274.5587438,89677.5964182,43162.9939731,-1.1705297,-0.0798687,10.2597221,1.4559059
275.4928276,89677.9294826,43162.1212873,-1.2407435,-0.0770161,10.3914279,-1.6000000
276.4327832,89678.2034212,43161.2221353,-1.3092397,-0.0760789,10.2456779,-1.6000000
277.3689384,89678.4143315,43160.3100480,-1.3785584,-0.0771110,10.0984265,-1.6000000
278.2961117,89678.5592011,43159.3942625,-1.4503338,-0.0797223,9.9504404,-1.6000000
279.2148949,89678.6360142,43158.4786958,-1.5249619,-0.0835082,9.8015895,-1.6000000
