s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
278.1755761, 3745.4137687, 73737.9922169, -0.6047446, 0.3358433, 5.0000000, 0.0000000
279.1762077, 3746.3171696, 73737.5619492, -0.4230579, 0.3037713, 5.0000000, 0.0000000
280.1768393, 3747.2615639, 73737.4378915, 0.1301966, 0.2435420, 5.0000000, 0.0000000
281.1774709, 3748.2409012, 73737.5642349, 0.2190733, 0.1468316, 5.0000000, 0.0000000
282.1781024, 3749.1931866, 73737.8285462, 0.3291399, 0.0884717, 5.0000000, 0.0000000
283.1787340, 3750.1278948, 73738.1784250, 0.3430628, 0.0628625, 5.0000000, 0.0000000
284.1793656, 3751.0396297, 73738.5867175, 0.4654005, 0.0553987, 5.0000000, 0.0000000
285.1799971, 3751.9287295, 73739.0455319, 0.4714711, -0.0041491, 5.0000000, 0.0000000
286.1806287, 3752.8198400, 73739.5007083, 0.4722477, 0.0062208, 5.0000000, 0.0000000
287.1812603, 3753.7080695, 73739.9614073, 0.4870678, 0.0109580, 5.0000000, 0.0000000
288.1818918, 3754.5912243, 73740.4318338, 0.4894376, -0.0032963, 5.0000000, 0.0000000
289.1825234, 3755.4759174, 73740.8993402, 0.4815513, -0.0056760, 5.0000000, 0.0000000
290.1831550, 3756.3632600, 73741.3618189, 0.4809083, 0.0006831, 5.0000000, 0.0000000
291.1837865, 3757.2502864, 73741.8249040, 0.4810587, -0.0001526, 5.0000000, 0.0000000
292.1844181, 3758.1373834, 73742.2878536, 0.4809904, 0.0000000, 5.0000000, 0.0000000
293.1850497, 3759.0244804, 73742.7508033, 0.4809904, -0.0000000, 5.0000000, 0.0000000
294.1856813, 3759.9115775, 73743.2137529, 0.4809904, 0.0010992, 5.0000000, 0.0000000
295.1863128, 3760.7981638, 73743.6776775, 0.4818290, -0.0016216, 5.0000000, 0.0000000
296.1869444, 3761.6855027, 73744.1401634, 0.4804677, 0.0000000, 5.0000000, 0.0000000
297.1875760, 3762.5728416, 73744.6026493, 0.4804677, 0.0000000, 5.0000000, 0.0000000
298.1882075, 3763.4601804, 73745.0651353, 0.4804677, -0.0000000, 5.0000000, 0.0000000
299.1888391, 3764.3475193, 73745.5276212, 0.4804677, 0.0000000, 5.0000000, 0.0000000
300.1894707, 3765.2348582, 73745.9901071, 0.4804677, 0.0000000, 5.0000000, 0.0000000
301.1901022, 3766.1221971, 73746.4525930, 0.4804677, -0.0000000, 5.0000000, 0.0000000
302.1907338, 3767.0095360, 73746.9150789, 0.4804677, 0.0000946, 5.0000000, 0.0000000
303.1913654, 3767.8968311, 73747.3776488, 0.4808321, 0.0004445, 5.0000000, 0.0000000
304.1919969, 3768.7839204, 73747.8406133, 0.4810071, 0.0000000, 5.0000000, 0.0000000
305.1926285, 3769.6710097, 73748.3035778, 0.4810071, 0.0000000, 5.0000000, 0.0000000
306.1932601, 3770.5580990, 73748.7665423, 0.4810071, -0.0000761, 5.0000000, 0.0000000
307.1938916, 3771.4452236, 73749.2294392, 0.4807614, -0.0002606, 5.0000000, 0.0000000
308.1945232, 3772.3324688, 73749.6921047, 0.4806760, 0.0003780, 5.0000000, 0.0000000
309.1951548, 3773.2195375, 73750.1551051, 0.4817997, 0.0005287, 5.0000000, 0.0000000
310.1957864, 3774.1063603, 73750.6185744, 0.4809731, -0.0006040, 5.0000000, 0.0000000
311.1964179, 3774.9934653, 73751.0815087, 0.4810015, 0.0001110, 5.0000000, 0.0000000
312.1970495, 3775.8805189, 73751.5445415, 0.4811387, 0.0000544, 5.0000000, 0.0000000
313.1976811, 3776.7675473, 73752.0076227, 0.4811387, -0.0000000, 5.0000000, 0.0000000
314.1983126, 3777.6545757, 73752.4707039, 0.4810837, -0.0001426, 5.0000000, 0.0000000
315.1989442, 3778.5416702, 73752.9336584, 0.4809631, -0.0000328, 5.0000000, 0.0000000
316.1995758, 3779.4287799, 73753.3965839, 0.4809885, 0.0002761, 5.0000000, 0.0000000
317.2002073, 3780.3157616, 73753.8597544, 0.4814650, 0.0002254, 5.0000000, 0.0000000
318.2008389, 3781.2026388, 73754.3231249, 0.4814650, 0.0000000, 5.0000000, 0.0000000
319.2014705, 3782.0895161, 73754.7864955, 0.4814132, -0.0003501, 5.0000000, 0.0000000
320.2021020, 3782.9765556, 73755.2495552, 0.4808678, -0.0002466, 5.0000000, 0.0000000
321.2027336, 3783.8637094, 73755.7123961, 0.4808678, 0.0000467, 5.0000000, 0.0000000
322.2033652, 3784.7508416, 73756.1752784, 0.4811117, 0.0003475, 5.0000000, 0.0000000
323.2039967, 3785.6378128, 73756.6384691, 0.4812622, 0.0000000, 5.0000000, 0.0000000
324.2046283, 3786.5247840, 73757.1016598, 0.4812622, 0.0000245, 5.0000000, 0.0000000
325.2052599, 3787.4117438, 73757.5648723, 0.4813666, 0.0001352, 5.0000000, 0.0000000
326.2058915, 3788.2986410, 73758.0282047, 0.4814220, -0.0000000, 5.0000000, 0.0000000
327.2065230, 3789.1855382, 73758.4915371, 0.4814751, -0.0000937, 5.0000000, 0.0000000
328.2071546, 3790.0724787, 73758.9547863, 0.4808840, -0.0006879, 5.0000000, 0.0000000
329.2077862, 3790.9597380, 73759.4174250, 0.4806398, -0.0000000, 5.0000000, 0.0000000
330.2084177, 3791.8469973, 73759.8800636, 0.4808472, 0.0005545, 5.0000000, 0.0000000
331.2090493, 3792.7339997, 73760.3431944, 0.4813350, 0.0001402, 5.0000000, 0.0000000
332.2096809, 3793.6209372, 73760.8064497, 0.4813350, 0.0000000, 5.0000000, 0.0000000
333.2103124, 3794.5078746, 73761.2697050, 0.4813350, 0.0000023, 5.0000000, 0.0000000
334.2109440, 3795.3948110, 73761.7329623, 0.4813424, 0.0000079, 5.0000000, 0.0000000
335.2115756, 3796.2817438, 73762.1962266, 0.4813452, -0.0000000, 5.0000000, 0.0000000
336.2122071, 3797.1686765, 73762.6594909, 0.4813767, 0.0001044, 5.0000000, 0.0000000
337.2128387, 3798.0555609, 73763.1228479, 0.4814911, 0.0000414, 5.0000000, 0.0000000
338.2134703, 3798.9424260, 73763.5862416, 0.4814911, -0.0000000, 5.0000000, 0.0000000
339.2141019, 3799.8292912, 73764.0496354, 0.4814911, -0.0001009, 5.0000000, 0.0000000
340.2147334, 3800.7162031, 73764.5129395, 0.4810456, -0.0005877, 5.0000000, 0.0000000
341.2153650, 3801.6033873, 73764.9757221, 0.4808020, 0.0000000, 5.0000000, 0.0000000
342.2159966, 3802.4905716, 73765.4385046, 0.4806882, -0.0000547, 5.0000000, 0.0000000
343.2166281, 3803.3777810, 73765.9012385, 0.4811790, 0.0006901, 5.0000000, 0.0000000
344.2172597, 3804.2646708, 73766.3645850, 0.4814379, -0.0000000, 5.0000000, 0.0000000
345.2178913, 3805.1515606, 73766.8279315, 0.4814379, -0.0000616, 5.0000000, 0.0000000
346.2185228, 3806.0384790, 73767.2912233, 0.4810699, -0.0005505, 5.0000000, 0.0000000
347.2191544, 3806.9256525, 73767.7540265, 0.4808253, 0.0000000, 5.0000000, 0.0000000
348.2197860, 3807.8128259, 73768.2168297, 0.4808844, 0.0003883, 5.0000000, 0.0000000
349.2204175, 3808.6998195, 73768.6799775, 0.4814841, 0.0002701, 5.0000000, 0.0000000
350.2210491, 3809.5866878, 73769.1433651, 0.4814841, -0.0000055, 5.0000000, 0.0000000
351.2216807, 3810.4735587, 73769.6067478, 0.4814554, -0.0000409, 5.0000000, 0.0000000
352.2223122, 3811.3604486, 73770.0700941, 0.4814377, 0.0000000, 5.0000000, 0.0000000
353.2229438, 3812.2473385, 73770.5334405, 0.4814377, 0.0000000, 5.0000000, 0.0000000
354.2235754, 3813.1342284, 73770.9967869, 0.4811245, -0.0006952, 5.0000000, 0.0000000
355.2242070, 3814.0214404, 73771.4595161, 0.4806727, -0.0000692, 5.0000000, 0.0000000
356.2248385, 3814.9086845, 73771.9221839, 0.4808032, 0.0006097, 5.0000000, 0.0000000
357.2254701, 3815.7956460, 73772.3853929, 0.4816320, 0.0003490, 5.0000000, 0.0000000
358.2261017, 3816.6824458, 73772.8489116, 0.4816320, -0.0000000, 5.0000000, 0.0000000
359.2267332, 3817.5692456, 73773.3124304, 0.4816320, -0.0000391, 5.0000000, 0.0000000
360.2273648, 3818.4560636, 73773.7759144, 0.4815473, -0.0000521, 5.0000000, 0.0000000
361.2279964, 3819.3429057, 73774.2393522, 0.4815408, -0.0003104, 5.0000000, 0.0000000
362.2286279, 3820.2298915, 73774.7025143, 0.4628815, -0.0647821, 5.0000000, 0.0000000
363.2292595, 3821.1442509, 73775.1069152, 0.3685979, -0.0899746, 5.0000000, 0.0000000
364.2298911, 3822.0916300, 73775.4275844, 0.2795468, -0.0960729, 5.0000000, 0.0000000
365.2305226, 3823.0652155, 73775.6558220, 0.1753190, -0.1045311, 5.0000000, 0.0000000
366.2311542, 3824.0574948, 73775.7812326, 0.0708218, -0.1065211, 5.0000000, 0.0000000
367.2317858, 3825.0575633, 73775.8004314, -0.0346050, -0.1093798, 5.0000000, 0.0000000
368.2324173, 3826.0536752, 73775.7103682, -0.1395785, -0.1019356, 5.0000000, 0.0000000
369.2330489, 3827.0353080, 73775.5194283, -0.2423518, -0.1052983, 5.0000000, 0.0000000
370.2336805, 3827.9913458, 73775.2263818, -0.3467895, -0.1036022, 5.0000000, 0.0000000
371.2343121, 3828.9118823, 73774.8359960, -0.4506849, -0.1046049, 5.0000000, 0.0000000
372.2349436, 3829.7865646, 73774.3515365, -0.5590900, -0.1053808, 5.0000000, 0.0000000
373.2355752, 3830.6052885, 73773.7777174, -0.6652635, -0.1030723, 5.0000000, 0.0000000
374.2362068, 3831.3605923, 73773.1226067, -0.7684126, -0.1034669, 5.0000000, 0.0000000
375.2368383, 3832.0442171, 73772.3928755, -0.8719894, -0.1038632, 5.0000000, 0.0000000
376.2374699, 3832.6485698, 73771.5960519, -0.9582751, -0.0605140, 5.0000000, 0.0000000
