s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
60.9409416, 89614.3510289, 43154.1146907, 0.4027067, -0.0593364, 10.9472047, -5.1197366
61.9399735, 89613.9903930, 43155.0394660, 0.3396100, -0.0674569, 10.4695622, -5.1122434
62.9390053, 89613.6887541, 43155.9990147, 0.2685426, -0.0733817, 9.9698116, -5.1565090
63.9380371, 89613.4570862, 43156.9861397, 0.1913683, -0.0802335, 9.4389677, -4.7053071
64.9370690, 89613.3072402, 43157.9883729, 0.1027648, -0.0962229, 8.9270716, -3.2971096
65.9361008, 89613.2566283, 43158.9835469, -0.0056923, -0.1237343, 8.5501329, -3.2677464
66.9351326, 89613.3330099, 43160.0011979, -0.1466936, -0.1339962, 8.1593877, -2.3014279
67.9341644, 89613.5544259, 43161.0367379, -0.2674025, -0.0931181, 7.8725604, -5.7561258
68.9331963, 89613.8401792, 43161.9448988, -0.3344523, -0.0428141, 7.1046536, -5.9526652
69.9322281, 89614.1819128, 43162.8672353, -0.3965986, -0.1614261, 6.2114651, -0.1791764
70.9312599, 89614.6475353, 43163.6952180, -0.6541225, -0.3139365, 6.1825797, -0.1791764
71.9302918, 89615.3460965, 43164.3954195, -0.8878139, -0.1724129, 6.1535589, -0.3260853
72.9293236, 89616.2023519, 43164.9765693, -1.0652450, -0.1971318, 6.1003891, -0.1728255
73.9283554, 89617.1229200, 43165.3423931, -1.3467173, -0.3254729, 6.0720204, -0.1728255
74.9273873, 89618.0823862, 43165.4434538, -1.5332290, -0.0234422, 6.0435184, 5.1287932
75.9264191, 89619.0050665, 43165.4910429, -1.5147833, -0.0533555, 6.8389890, 5.0807573
76.9254509, 89619.9766139, 43165.4975179, -1.6313184, -0.1652727, 7.5447629, 2.3252783
77.9244827, 89621.0620850, 43165.3237430, -1.8303529, -0.1713792, 7.8466235, 1.1596630
78.9235146, 89621.9630277, 43165.0168224, -1.9579644, -0.1074484, 7.9929082, 4.8360227
79.9225464, 89622.8887014, 43164.5846294, -2.0532610, -0.0836387, 8.5760867, 4.9552378
80.9215782, 89623.7834248, 43164.0669271, -2.1371055, -0.0817952, 9.1351050, 4.7830060
81.9206101, 89624.6348024, 43163.4708931, -2.2279510, -0.0924084, 9.6440082, 2.9694087
82.9196419, 89625.3997408, 43162.8206363, -2.3233509, -0.0961235, 9.9468569, 2.0257649
83.9186737, 89626.0784755, 43162.1234373, -2.4149722, -0.0905703, 10.1482791, 2.1896326
84.9177056, 89626.6984234, 43161.3632264, -2.4979763, -0.0786020, 10.3615922, 3.0578269
85.9167374, 89627.2676848, 43160.5421496, -2.5709437, -0.0676750, 10.6523390, 3.7888635
86.9157692, 89627.7806928, 43159.6832671, -2.6338056, -0.0582182, 11.0019415, 4.3857218
87.9148010, 89628.2425447, 43158.7962630, -2.6879763, -0.0505162, 11.3932291, 4.6915359
88.9138329, 89628.6587983, 43157.8876116, -2.7348350, -0.0431146, 11.7974428, 4.6475954
89.9128647, 89629.0348671, 43156.9636988, -2.7739051, -0.0351489, 12.1846562, 4.6040663
90.9118965, 89629.3783363, 43156.0271318, -2.8050081, -0.0277227, 12.5564750, 4.5609450
91.9109284, 89629.6957791, 43155.0809802, -2.8298101, -0.0220025, 12.9142605, 4.5182275
92.9099602, 89629.9928517, 43154.1264538, -2.8489958, -0.0163999, 13.2591791, 4.4759102
93.9089920, 89630.2743407, 43153.1667935, -2.8626216, -0.0107594, 13.5922398, 4.4339891
94.9080239, 89630.5451840, 43152.2054042, -2.8703506, -0.0047172, 13.9143227, 4.3924607
95.9070557, 89630.8115574, 43151.2425200, -2.8720467, 0.0013201, 14.2262009, 4.3513213
96.9060875, 89631.0792982, 43150.2796354, -2.8677188, 0.0072817, 14.5285584, 3.2226276
97.9051194, 89631.3541119, 43149.3183022, -2.8576557, 0.0128552, 14.7484923, -9.2526898
98.9041512, 89631.6410707, 43148.3612082, -2.8420022, 0.0184910, 14.1078191, -8.4324808
99.9031830, 89631.9452731, 43147.4107773, -2.8207011, 0.0242697, 13.4974785, -7.5669445
100.9022148, 89632.2727581, 43146.4675327, -2.7929882, 0.0312228, 12.9252733, -6.8948807
101.9012467, 89632.6293844, 43145.5351676, -2.7584169, 0.0379920, 12.3808836, -6.4256399
102.9002785, 89633.0218439, 43144.6152880, -2.7171815, 0.0443775, 11.8510524, -6.0059286
103.8993103, 89633.4553880, 43143.7125966, -2.6693438, 0.0513531, 11.3334555, -5.5627822
104.8983422, 89633.9345206, 43142.8340071, -2.6139531, 0.0595506, 10.8320091, -5.1007596
105.8973740, 89634.4624112, 43141.9897854, -2.5500223, 0.0690817, 10.3508830, -3.8700889
106.8964058, 89635.0375226, 43141.1977722, -2.4740543, 0.0864707, 9.9703608, -3.3546532
107.8954377, 89635.6818228, 43140.4518536, -2.3823731, 0.0979437, 9.6283583, -3.2470678
108.8944695, 89636.4183411, 43139.7503719, -2.2810352, 0.0995122, 9.2853345, -3.5270721
109.8935013, 89637.2266467, 43139.1222601, -2.1833359, 0.0918839, 8.8977594, -5.0424028
110.8925331, 89638.0943438, 43138.5726041, -2.0860574, 0.1008771, 8.3123450, -4.0440462
111.8915650, 89638.9855654, 43138.1302137, -1.9714433, 0.1350813, 7.8111982, -2.8919912
112.8905968, 89639.9575791, 43137.8072472, -1.8049087, 0.1695788, 7.4321219, -1.4780993
113.8896286, 89640.9920683, 43137.6497961, -1.6466833, 0.1238541, 7.2307053, -4.0407031
114.8886605, 89641.9021673, 43137.6208922, -1.5737927, 0.0204795, 6.6490238, -3.0306994
115.8876923, 89642.8928475, 43137.6450775, -1.4771982, 0.2397691, 6.1768913, -0.1771873
116.8867241, 89643.8418319, 43137.8819473, -1.1624322, 0.3174607, 6.1481668, -0.1771873
117.8857560, 89644.6919039, 43138.3781738, -0.9462034, 0.1671573, 6.1193075, 0.7750475
118.8847878, 89645.4694131, 43139.0448405, -0.7732957, 0.1954738, 6.2445591, -0.1810907
119.8838196, 89646.0555541, 43139.8086848, -0.5145980, 0.3106178, 6.2155199, -0.1810907
120.8828514, 89646.4224614, 43140.7177731, -0.2830439, 0.1378405, 6.1863444, 5.1206054
121.8818833, 89646.6446177, 43141.6435546, -0.1944074, 0.0852627, 6.9643486, 5.0726462
122.8809151, 89646.7933679, 43142.6243079, -0.1045873, 0.0975969, 7.6575206, 5.0251361
123.8799469, 89646.8451490, 43143.6940526, 0.0123261, 0.1226667, 8.2872290, 3.2535462
124.8789788, 89646.7696188, 43144.7036023, 0.1335007, 0.1077408, 8.6705799, 3.5477559
125.8780106, 89646.5860851, 43145.6900178, 0.2311022, 0.0879165, 9.0701488, 4.3816903
126.8770424, 89646.3161431, 43146.6552891, 0.3120287, 0.0744649, 9.5405710, 4.7953546
127.8760743, 89645.9716907, 43147.6045352, 0.3828918, 0.0665719, 10.0301505, 4.8284191
128.8751061, 89645.5664030, 43148.5245072, 0.4455056, 0.0574729, 10.5000670, 4.7831965
129.8741379, 89645.1169138, 43149.4047933, 0.4968064, 0.0459639, 10.9457087, 4.7383975
130.8731697, 89644.6265705, 43150.2661478, 0.5363265, 0.0345078, 11.3699674, 4.6940180
131.8722016, 89644.1024338, 43151.1174926, 0.5656245, 0.0239860, 11.7751902, 4.6500542
132.8712334, 89643.5595552, 43151.9537951, 0.5840940, 0.0130142, 12.1633141, 4.6065021
133.8702652, 89643.0056607, 43152.7830602, 0.5924491, 0.0058420, 12.5359600, 4.5633580
134.8692971, 89642.4460071, 43153.6100800, 0.5969590, 0.0031952, 12.8945017, 4.5206179
135.8683289, 89641.8831534, 43154.4361336, 0.5988381, 0.0005671, 13.2401154, 4.4782782
136.8673607, 89641.3199399, 43155.2616568, 0.5982836, -0.0012334, 13.5738182, 4.4363350
137.8663926, 89640.7580303, 43156.0873682, 0.5966366, -0.0020642, 13.8964967, 4.3947846
138.8654244, 89640.1975772, 43156.9146017, 0.5941600, -0.0028923, 14.2089296, 4.3536234
139.8644562, 89639.6396424, 43157.7432658, 0.5908520, -0.0037458, 14.5118054, 4.3128477
140.8634880, 89639.0850002, 43158.5737322, 0.5866687, -0.0046315, 14.8057368, 4.2724539
141.8625199, 89638.5338446, 43159.4073027, 0.5815993, -0.0055134, 15.0912715, 4.2324384
142.8615517, 89637.9874247, 43160.2436525, 0.5757911, -0.0057433, 15.3689023, 4.1927977
143.8605835, 89637.4460605, 43161.0826501, 0.5703740, -0.0051074, 15.6390739, 4.1535283
144.8596154, 89636.9085078, 43161.9251448, 0.5655871, -0.0044727, 15.9021900, 4.1146267
145.8586472, 89636.3748483, 43162.7697128, 0.5619414, -0.0013225, 16.1586179, 2.8278740
146.8576790, 89635.8425732, 43163.6141528, 0.5640420, 0.0055229, 16.3325199, -10.1183639
147.8567109, 89635.3049689, 43164.4567114, 0.5729641, 0.0123199, 15.7014035, -8.4768663
148.8557427, 89634.7571589, 43165.2923666, 0.5888200, 0.0200324, 15.1524504, -6.6606652
149.8547745, 89634.1934721, 43166.1156506, 0.6134744, 0.0293737, 14.7067440, -5.0007103
150.8538063, 89633.6048976, 43166.9234042, 0.6474665, 0.0386158, 14.3630283, -3.4543562
151.8528382, 89632.9874478, 43167.7056353, 0.6904381, 0.0475455, 14.1207138, -2.0729969
152.8518700, 89632.3380664, 43168.4530223, 0.7415750, 0.0555294, 13.9732809, -0.9067539
153.8509018, 89631.6415977, 43169.1705550, 0.8005158, 0.0620345, 13.9083006, -0.9067539
154.8499337, 89630.8911132, 43169.8530586, 0.8653662, 0.0614894, 13.8430154, -0.6814253
155.8489655, 89630.0953008, 43170.4925042, 0.9199246, 0.0464769, 13.7937501, 2.2650824
156.8479973, 89629.2817945, 43171.0847765, 0.9613960, 0.0365162, 13.9568378, -3.0612990
157.8470292, 89628.4771101, 43171.6269681, 0.9931631, 0.0288061, 13.7359620, -7.2687908
158.8460610, 89627.6270504, 43172.1667105, 1.0138707, 0.0103354, 13.1967096, -10.6686699
159.8450928, 89626.7938423, 43172.6841940, 1.0122580, -0.0133983, 12.3627045, -8.7620906
160.8441246, 89625.9608199, 43173.2161631, 0.9901498, -0.0286137, 11.6331100, -8.1161868
161.8431565, 89625.1480324, 43173.7675560, 0.9578673, -0.0372937, 10.9138715, -7.4484837
162.8421883, 89624.3301413, 43174.3684095, 0.9146675, -0.0483555, 10.2093117, -6.9002194
163.8412201, 89623.5296127, 43175.0204365, 0.8575341, -0.0610742, 9.5101508, -6.6584930
164.8402520, 89622.7648940, 43175.7283711, 0.7881269, -0.0739328, 8.7828740, -5.6664048
165.8392838, 89622.0918129, 43176.4539175, 0.7032756, -0.1009178, 8.1127701, -3.6355884
166.8383156, 89621.4973119, 43177.2430225, 0.5799422, -0.1475397, 7.6519867, -1.7411779
167.8373475, 89621.0075700, 43178.1467128, 0.4058158, -0.1909612, 7.4211803, -0.2557635
168.8363793, 89620.7230534, 43179.0296896, 0.2129352, -0.2199297, 7.3866694, -0.2557635
169.8354111, 89620.6149527, 43180.0028600, 0.0178465, -0.1630120, 7.3519965, 2.9355312
170.8344429, 89620.6635630, 43181.0177035, -0.0965982, -0.0654258, 7.7406221, 5.0191380
171.8334748, 89620.7934529, 43181.9534240, -0.1885693, -0.1247941, 8.3633599, 1.6801186
172.8325066, 89621.0560642, 43182.9404311, -0.3381602, -0.1637046, 8.5617038, -0.3436067
173.8315384, 89621.4654508, 43183.8538849, -0.5007842, -0.1461807, 8.5215154, 1.0445184
174.8305703, 89622.0018950, 43184.6923696, -0.6340943, -0.1252974, 8.6431035, 2.2897054
175.8296021, 89622.6592296, 43185.4771990, -0.7600324, -0.1233964, 8.9038315, 1.7785424
176.8286339, 89623.3865098, 43186.1520118, -0.8871592, -0.1324209, 9.1012008, -1.3624019
177.8276658, 89624.1927808, 43186.7244501, -1.0200190, -0.1346775, 8.9504017, -1.2973279
178.8266976, 89625.0906835, 43187.1955302, -1.1541655, -0.1283906, 8.8044050, -1.8977548
179.8257294, 89626.0603340, 43187.5531023, -1.2779601, -0.1135558, 8.5863678, -3.9669449
180.8247613, 89627.0583226, 43187.7907346, -1.3982520, -0.1263057, 8.1116893, -0.3055732
181.8237931, 89628.0122355, 43187.8915903, -1.5416959, -0.1840803, 8.0739673, -0.3055732
182.8228249, 89629.0704933, 43187.8114044, -1.7477129, -0.1726443, 8.0360683, 0.5481998
183.8218567, 89630.0057269, 43187.5795779, -1.8577854, -0.0348941, 8.1039331, 4.9921544
184.8208886, 89630.8830706, 43187.3258198, -1.8495940, -0.0410845, 8.6976074, 4.0575814
185.8199204, 89631.8046646, 43187.0176557, -1.9541209, -0.1432739, 9.1518129, -0.3926048
186.8189522, 89632.6965024, 43186.5859976, -2.0793108, -0.0887813, 9.1088545, 4.2447781
187.8179841, 89633.5152094, 43186.0925906, -2.1404193, -0.0462288, 9.5630836, 4.8713161
188.8170159, 89634.3917037, 43185.5057511, -2.1778246, -0.0271048, 10.0591137, 4.8256917
189.8160477, 89635.2699782, 43184.8795388, -2.1998166, -0.0108073, 10.5274787, 4.7804947
190.8150796, 89636.1109012, 43184.2656310, -2.1988542, 0.0131497, 10.9717610, -6.4478329
191.8141114, 89636.9277090, 43183.6863987, -2.1712170, 0.0445588, 10.3680451, -3.1223321
192.8131432, 89637.7282060, 43183.1711955, -2.1056502, 0.0923615, 10.0626905, -2.7094281
193.8121750, 89638.6780146, 43182.6690153, -2.0113149, 0.0770291, 9.7900016, -4.1596384
194.8112069, 89639.5476146, 43182.2902798, -1.9603723, 0.0225838, 9.3559023, -7.1672452
195.8102387, 89640.4233251, 43181.9367145, -1.9391741, 0.0706977, 8.5564184, -0.3399982
196.8092705, 89641.3552591, 43181.6333663, -1.8160171, 0.1654420, 8.5166283, -0.3399982
197.8083024, 89642.3265503, 43181.4750563, -1.6519167, 0.1487034, 8.4766515, 0.9783075
198.8073342, 89643.2973579, 43181.4614366, -1.5214493, 0.1252226, 8.5911781, 2.4115541
199.8063660, 89644.3359689, 43181.5802553, -1.3924885, 0.1241582, 8.8671743, 1.8692800
200.8053979, 89645.3188360, 43181.8212667, -1.2720212, 0.1046506, 9.0753358, 2.9947238
201.8044297, 89646.2579486, 43182.1600990, -1.1814845, 0.0779316, 9.3992217, 4.7009879
202.8034615, 89647.1765608, 43182.5757771, -1.1136808, 0.0573893, 9.8862653, 4.8418520
203.8024933, 89648.0750609, 43183.0470266, -1.0653897, 0.0364420, 10.3640036, 4.7965036
204.8015252, 89648.9494166, 43183.5473304, -1.0408799, 0.0118448, 10.8164823, 4.7515799
205.8005570, 89649.8016565, 43184.0483678, -1.0421777, -0.0150340, 11.2467884, 4.7070770
206.7995888, 89650.6570410, 43184.5348316, -1.0679414, -0.0322738, 11.6574134, -7.2507298
207.7986207, 89651.5298517, 43184.9956298, -1.1031562, -0.0384132, 11.0185239, -7.8799938
208.7976525, 89652.4351948, 43185.4305794, -1.1429873, -0.0401066, 10.2792577, -7.6113739
209.7966843, 89653.3562619, 43185.8275135, -1.1872227, -0.0532047, 9.5107902, -6.3108538
210.7957162, 89654.3013453, 43186.1756272, -1.2526369, -0.0777699, 8.8230177, -4.6465860
211.7947480, 89655.2670807, 43186.4470214, -1.3467368, -0.1119404, 8.2801852, -4.4169028
212.7937798, 89656.3158960, 43186.6151264, -1.4767764, -0.1136885, 7.7289206, -4.8800324
213.7928116, 89657.3719405, 43186.6557006, -1.5840580, -0.0912175, 7.0700494, -7.3338809
214.7918435, 89658.2696983, 43186.6085759, -1.6608859, -0.0809516, 5.9440759, -0.1640821
215.7908753, 89659.2795631, 43186.4425819, -1.8568308, -0.3428161, 5.9164340, -0.1640821
216.7899071, 89660.0854215, 43186.0754053, -2.1145672, -0.2346950, 5.8886624, 3.6990910
217.7889390, 89660.8460312, 43185.4852385, -2.3482145, -0.2437019, 6.4859359, 1.5509140
218.7879708, 89661.5141395, 43184.6339775, -2.5936847, -0.1829975, 6.7205795, -0.5471500
219.7870026, 89661.9760444, 43183.7084691, -2.7589729, -0.1547603, 6.6387460, -1.7106794
220.7860345, 89662.2632281, 43182.7731365, -2.9442490, -0.2577768, 6.3761197, -1.1822174
221.7850663, 89662.3044130, 43181.7078958, 3.0215794, -0.2598989, 6.1881142, -0.2824753
222.7840981, 89662.1351959, 43180.8286436, 2.9331197, -0.0238390, 6.1423410, -0.1752106
223.7831299, 89661.8641843, 43179.9447697, 2.7077405, -0.3210421, 6.1137771, -0.1752106
224.7821618, 89661.3317229, 43179.1054312, 2.4753370, -0.1508366, 6.0850792, 5.1264304
225.7811936, 89660.6895971, 43178.3864863, 2.3562243, -0.1088454, 6.8753999, 5.0784166
226.7802254, 89659.8814369, 43177.6671051, 2.2394464, -0.1119579, 7.5774747, 5.0308525
227.7792573, 89659.0081879, 43177.0604218, 2.1180458, -0.1057520, 8.2140177, 4.5486358
228.7782891, 89658.1090114, 43176.5736738, 2.0184221, -0.0907447, 8.7497743, 4.6938481
229.7773209, 89657.2001746, 43176.1851823, 1.9318449, -0.0861338, 9.2702297, 4.1950783
230.7763528, 89656.2530606, 43175.8731082, 1.8494466, -0.0649424, 9.7118068, 4.8578788
231.7753846, 89655.2789546, 43175.6158638, 1.8225358, 0.0180917, 10.1992913, 0.0297540
232.7744164, 89654.3493347, 43175.3521915, 1.8876374, 0.1152904, 10.2022053, -0.4878984
233.7734482, 89653.4692044, 43175.0059075, 1.9987938, 0.0971196, 10.1543164, 1.5026571
234.7724801, 89652.5889552, 43174.5606372, 2.0722271, 0.0534342, 10.3010944, 4.8025974
235.7715119, 89651.6746772, 43174.0334938, 2.1093380, 0.0189967, 10.7567858, -0.5869632
236.7705437, 89650.8446450, 43173.5256334, 2.1320385, 0.0282468, 10.7021330, -8.6445366
237.7695756, 89650.0016927, 43172.9767137, 2.1658006, 0.0391863, 9.8622166, -8.0479998
238.7686074, 89649.1728415, 43172.3885659, 2.2124577, 0.0533677, 9.0101554, -7.5364428
239.7676392, 89648.3348657, 43171.7200759, 2.2790768, 0.0721897, 8.1317039, -6.2303973
240.7666711, 89647.5781551, 43171.0136075, 2.3714542, 0.1121772, 7.3263823, -1.9274442
241.7657029, 89646.9768673, 43170.3100381, 2.5116713, 0.2068473, 7.0586628, -0.2313862
242.7647347, 89646.4829430, 43169.4183214, 2.7648782, 0.2431000, 7.0258378, -0.2313862
243.7637665, 89646.2169310, 43168.4974223, 2.9279097, 0.0717833, 6.9928587, 0.3300223
244.7627984, 89646.0383003, 43167.5818730, 2.9865187, 0.1405462, 7.0398493, -0.2301544
245.7618302, 89645.9776161, 43166.5913259, -3.0915737, 0.2444011, 7.0071117, -0.2301544
246.7608620, 89646.1444373, 43165.6093984, -2.8676760, 0.1756860, 6.9742205, 3.2266758
247.7598939, 89646.4792156, 43164.6883877, -2.7267895, 0.1221122, 7.4220519, 5.0150018
248.7589257, 89646.9577864, 43163.7583108, -2.6080456, 0.1098962, 8.0689000, 4.5397825
249.7579575, 89647.5299857, 43162.9053391, -2.4930461, 0.1113545, 8.6126606, 3.3922457
250.7569894, 89648.1741742, 43162.1452754, -2.3851564, 0.1044479, 8.9975466, 3.1648516
251.7560212, 89648.8935113, 43161.4562317, -2.2858973, 0.0943826, 9.3423456, 3.3532158
252.7550530, 89649.6697691, 43160.8415480, -2.1951262, 0.0951255, 9.6942952, 2.6196389
253.7540848, 89650.4979976, 43160.3046104, -2.0946944, 0.1080075, 9.9606006, -0.8836679
254.7531167, 89651.3933385, 43159.8522727, -1.9807799, 0.1183505, 9.8715723, -0.8866019
255.7521485, 89652.3342682, 43159.5092367, -1.8596515, 0.1191330, 9.7814341, -0.7073252
256.7511803, 89653.2796610, 43159.2851131, -1.7491949, 0.1085771, 9.7089223, -1.9083672
257.7502122, 89654.2726549, 43159.1598193, -1.6447984, 0.1003512, 9.5105275, -3.0853037
258.7492440, 89655.3021644, 43159.1356662, -1.5447624, 0.0941988, 9.1807134, -4.1904399
259.7482758, 89656.3600634, 43159.2146685, -1.4490172, 0.0880406, 8.7127914, -5.6462228
260.7473077, 89657.3894795, 43159.3902587, -1.3525427, 0.1005604, 8.0393545, -4.0146344
261.7463395, 89658.3245635, 43159.6514853, -1.2370638, 0.1457475, 7.5239435, -0.2628958
262.7453713, 89659.2458969, 43160.0673955, -1.0435057, 0.2139631, 7.4889548, -0.2628958
263.7444031, 89660.0770710, 43160.6729481, -0.8550361, 0.1162504, 7.4538018, -3.1307334
264.7434350, 89660.7294344, 43161.2555956, -0.8700473, -0.0952520, 7.0216633, -0.2289669
265.7424668, 89661.4309174, 43161.8674689, -0.7805232, 0.2456687, 6.9890104, -0.2289669
266.7414986, 89662.0482516, 43162.6696553, -0.5498105, 0.1382977, 6.9562041, 5.0731776
267.7405305, 89662.5027152, 43163.4850000, -0.4840706, 0.0253189, 7.6501835, 5.0256626
268.7395623, 89662.9916865, 43164.4213563, -0.4877078, -0.0282723, 8.2805133, 4.9785927
269.7385941, 89663.5383670, 43165.3935243, -0.5427881, -0.0534420, 8.8608378, -1.5773378
270.7376260, 89664.1359494, 43166.3313899, -0.5866636, -0.0251697, 8.6811765, -10.4313464
271.7366578, 89664.6720635, 43167.1263746, -0.5927851, 0.0222280, 7.3837884, -4.6374661
272.7356896, 89665.1625360, 43167.8905097, -0.5680005, -0.1673797, 6.7271374, -0.2101615
273.7347215, 89665.8054339, 43168.5669993, -0.9569564, -0.2676513, 6.6958541, -0.2101615
274.7337533, 89666.6092779, 43169.0440778, -1.0891163, -0.0912734, 6.6644239, 5.0918068
275.7327851, 89667.5748115, 43169.4925158, -1.1846457, -0.1009864, 7.3883895, 0.2820647
276.7318169, 89668.5678920, 43169.8204007, -1.3411942, -0.2175810, 7.4264314, -0.2585245
